analysis,noise_amplitude,perturbation_run,random_seed,success,error,rmse,relative_error,structure_score,sign_agreement,significance_agreement,top3_overlap,rank_score,edge_jaccard,group_order_agreement,highest_domain_retention,category_agreement,top2_overlap,bottom2_overlap,r_squared_change,regression_sign_agreement,regression_top3_overlap,variance_rank_agreement,regression_rank_agreement
Figure 1,0.75,36,2061,True,,0.06921479407268856,0.11680361439832271,0.8779761904761906,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.9702380952380952,0.880952380952381
Figure 2,0.75,36,2061,True,,0.39945949805981235,0.38700945933216613,0.48724016395773584,nan,nan,nan,0.4489606558309433,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,36,2061,True,,0.02844093277941675,0.2955533917948298,0.8452723043240284,0.8214285714285714,nan,0.6666666666666666,0.8929939792008758,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,36,2061,True,,0.2555971871212934,0.24111713494456585,0.9484126984126985,nan,nan,nan,0.9702380952380952,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,37,2062,True,,0.11396517903138983,1.1744023317846222,0.7425595238095238,0.875,1.0,0.3333333333333333,0.761904761904762,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,37,2062,True,,0.015809654946757484,0.36027435080307585,0.9479166666666667,0.875,1.0,1.0,0.9166666666666667,nan,nan,nan,nan,nan,nan,0.001997262594614968,nan,nan,nan,nan
Figure 1,0.75,37,2062,True,,0.06660919460611707,0.11240652791634496,0.8323412698412699,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.8690476190476191,0.9166666666666667
Figure 2,0.75,37,2062,True,,0.4190553843455717,0.40599459648229297,0.6459891569954118,nan,nan,nan,0.5839566279816473,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.75,37,2062,True,,0.03624197967094164,0.3766205595358724,0.7618363437328953,0.8571428571428571,nan,0.6666666666666666,0.8568691844553913,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,37,2062,True,,0.24574256809671213,0.23182079826755198,0.7003968253968255,nan,nan,nan,0.7261904761904763,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,38,2063,True,,0.09775399269723356,1.007347313807734,0.6383928571428572,0.875,1.0,0.3333333333333333,0.34523809523809523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,38,2063,True,,0.02595788561974702,0.5915347565376761,0.9196428571428572,0.875,0.875,1.0,0.9285714285714286,nan,nan,nan,nan,nan,nan,0.008487537768077758,nan,nan,nan,nan
Figure 1,0.75,38,2063,True,,0.06946347819808606,0.11722328197198341,0.8759920634920634,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9404761904761906,0.7738095238095238
Figure 2,0.75,38,2063,True,,0.4069107415470556,0.39422846833647457,0.3249489333186334,nan,nan,nan,0.29979573327453346,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,38,2063,True,,0.04078859085983008,0.42386817860907,0.8289545703338806,0.8571428571428571,nan,0.6666666666666666,0.7920087575259989,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,38,2063,True,,0.22721986438378897,0.21434743989069435,0.736111111111111,nan,nan,nan,0.8333333333333333,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,39,2064,True,,0.093889797924728,0.9675270863499196,0.7752976190476191,0.625,1.0,0.6666666666666666,0.8095238095238095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,39,2064,True,,0.019193834892130036,0.43739388547514313,0.8675595238095237,0.875,1.0,0.6666666666666666,0.9285714285714286,nan,nan,nan,nan,nan,nan,0.004246792864983973,nan,nan,nan,nan
Figure 1,0.75,39,2064,True,,0.05996548573741474,0.10119491890599859,0.7906746031746031,nan,nan,nan,nan,0.5,0.875,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.9702380952380953,0.8571428571428572
Figure 2,0.75,39,2064,True,,0.39816496466829143,0.38575527293686623,0.8301081472654078,nan,nan,nan,0.8204325890616314,nan,nan,nan,1.0,1.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.75,39,2064,True,,0.043919687623730726,0.4564060097620055,0.7157224958949097,0.8571428571428571,nan,0.6666666666666666,0.8390804597701149,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,39,2064,True,,0.16748856018248282,0.15800002426484602,0.7242063492063492,nan,nan,nan,0.7976190476190477,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,40,2065,True,,0.08278727282643947,0.853116426225953,0.7842261904761905,0.625,1.0,0.6666666666666666,0.8452380952380953,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,40,2065,True,,0.01401730430494124,0.31942981839130025,0.8675595238095237,0.875,1.0,0.6666666666666666,0.9285714285714286,nan,nan,nan,nan,nan,nan,0.0011304988358363799,nan,nan,nan,nan
Figure 1,0.75,40,2065,True,,0.05352069330585088,0.09031899187133806,0.8115079365079364,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.9285714285714286,0.8571428571428572
Figure 2,0.75,40,2065,True,,0.3902742788208078,0.3781105177653735,0.5007974897526415,nan,nan,nan,0.5031899590105661,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,40,2065,True,,0.027448904723559205,0.28524440302366966,0.8675424192665572,0.8571428571428571,nan,1.0,0.946360153256705,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,40,2065,True,,0.24896802532924867,0.23486352739753405,0.7420634920634921,nan,nan,nan,0.8511904761904763,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,41,2066,True,,0.11100757447478381,1.1439244461945135,0.6636904761904763,0.75,1.0,0.3333333333333333,0.5714285714285714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,41,2066,True,,0.012174668042442095,0.27743936474295927,0.7425595238095238,0.875,1.0,0.3333333333333333,0.761904761904762,nan,nan,nan,nan,nan,nan,0.0009141595108723699,nan,nan,nan,nan
Figure 1,0.75,41,2066,True,,0.059587195507443444,0.10055653419729285,0.8521825396825397,nan,nan,nan,nan,1.0,0.75,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.9404761904761906,0.880952380952381
Figure 2,0.75,41,2066,True,,0.40983170087374066,0.39705838950555983,0.797113694069972,nan,nan,nan,0.6884547762798882,nan,nan,nan,1.0,0.5,1.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,41,2066,True,,0.04071343650547736,0.4230871871940074,0.8186918445539135,0.7857142857142857,nan,0.6666666666666666,0.8223864258347017,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,41,2066,True,,0.18305214269958817,0.17268190112062284,0.7123015873015873,nan,nan,nan,0.886904761904762,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,42,2067,True,,0.12869417003201256,1.3261834417954412,0.6220238095238095,0.5,1.0,0.3333333333333333,0.6547619047619048,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,42,2067,True,,0.014664006515511575,0.3341670292830488,0.8705357142857142,0.875,1.0,0.6666666666666666,0.9404761904761905,nan,nan,nan,nan,nan,nan,0.002629130262299717,nan,nan,nan,nan
Figure 1,0.75,42,2067,True,,0.0638546769537202,0.10775813414396658,0.7896825396825397,nan,nan,nan,nan,0.6666666666666666,0.75,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.898809523809524,0.880952380952381
Figure 2,0.75,42,2067,True,,0.3932267676530724,0.38097098575326427,0.28647863745679225,nan,nan,nan,0.145914549827169,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,42,2067,True,,0.04260028723621579,0.4426950227599312,0.7501710454296661,0.8214285714285714,nan,0.6666666666666666,0.8459222769567597,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,42,2067,True,,0.20039465666661854,0.1890419296779094,0.6865079365079364,nan,nan,nan,0.8095238095238095,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,43,2068,True,,0.08172816149763923,0.8422023661179973,0.8303571428571428,0.75,1.0,0.6666666666666666,0.9047619047619049,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,43,2068,True,,0.015552716008681453,0.35441916234873455,0.9449404761904763,0.875,1.0,1.0,0.9047619047619049,nan,nan,nan,nan,nan,nan,0.0030865782102764694,nan,nan,nan,nan
Figure 1,0.75,43,2068,True,,0.07602523264236426,0.12829658857000711,0.7867063492063492,nan,nan,nan,nan,0.6666666666666666,0.75,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.8452380952380953,0.9166666666666667
Figure 2,0.75,43,2068,True,,0.39574740415516496,0.38341306104396544,0.2823972220003998,nan,nan,nan,0.12958888800159912,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,43,2068,True,,0.038111916990437346,0.39605263377573924,0.8629926108374384,0.8928571428571429,nan,1.0,0.8924466338259441,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,43,2068,True,,0.2784871016828035,0.26271029361879683,0.6825396825396824,nan,nan,nan,0.7976190476190477,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,44,2069,True,,0.15989641737413177,1.6477201808849515,0.6770833333333334,0.875,1.0,0.3333333333333333,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,44,2069,True,,0.022557646582960153,0.5140492632945163,0.7276785714285715,0.875,1.0,0.3333333333333333,0.7023809523809524,nan,nan,nan,nan,nan,nan,0.00146803348063973,nan,nan,nan,nan
Figure 1,0.75,44,2069,True,,0.07449684235494092,0.125717349374484,0.8621031746031745,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.9464285714285714,0.8095238095238095
Figure 2,0.75,44,2069,True,,0.4201791416218674,0.40708332937769814,0.5119623462896227,nan,nan,nan,0.5478493851584907,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,44,2069,True,,0.036063349765368874,0.3747642675894202,0.9156061850027367,0.8214285714285714,nan,1.0,0.8409961685823755,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,44,2069,True,,0.18952879019463015,0.1787916345869358,0.7619047619047619,nan,nan,nan,0.9107142857142858,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,45,2070,True,,0.09187450900528654,0.9467596903231044,0.8169642857142857,0.875,1.0,0.6666666666666666,0.7261904761904762,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,45,2070,True,,0.02231101513814258,0.5084289645613362,0.7485119047619049,1.0,0.875,0.3333333333333333,0.7857142857142858,nan,nan,nan,nan,nan,nan,0.006949969228445929,nan,nan,nan,nan
Figure 1,0.75,45,2070,True,,0.06926453657739949,0.11688755749773233,0.7599206349206349,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,0.875,0.3333333333333333,0.9166666666666667,0.5595238095238095
Figure 2,0.75,45,2070,True,,0.3972915656380189,0.3849090953190382,0.3509298672204798,nan,nan,nan,0.40371946888191934,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,45,2070,True,,0.0387989946976234,0.4031926297934654,0.8530719759168035,0.9642857142857143,nan,0.6666666666666666,0.7813355227148331,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,45,2070,True,,0.18205860097394902,0.17174464536662934,0.75,nan,nan,nan,0.8750000000000001,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,46,2071,True,,0.08139920720080179,0.8388125175998807,0.8318452380952381,0.875,1.0,0.6666666666666666,0.7857142857142858,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,46,2071,True,,0.013855697828068609,0.3157470897841967,0.9345238095238095,0.875,0.875,1.0,0.9880952380952381,nan,nan,nan,nan,nan,nan,0.004126623658786022,nan,nan,nan,nan
Figure 1,0.75,46,2071,True,,0.0998778183255696,0.16854908455544879,0.8174603174603176,nan,nan,nan,nan,1.0,0.625,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.8690476190476191,0.8690476190476191
Figure 2,0.75,46,2071,True,,0.4062479034621522,0.3935862890664631,0.5079748975264151,nan,nan,nan,0.5318995901056605,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,46,2071,True,,0.03847626695509798,0.39983889735193634,0.8249521072796935,0.8214285714285714,nan,0.6666666666666666,0.8117131910235358,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,46,2071,True,,0.23480299110774833,0.22150096849637096,0.6686507936507936,nan,nan,nan,0.8809523809523809,nan,0.625,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,47,2072,True,,0.1131466951730615,1.1659679190989358,0.7842261904761905,0.625,1.0,0.6666666666666666,0.8452380952380953,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,47,2072,True,,0.023958766185976726,0.5459783254450973,0.9657738095238095,0.875,1.0,1.0,0.9880952380952381,nan,nan,nan,nan,nan,nan,0.007063158315100515,nan,nan,nan,nan
Figure 1,0.75,47,2072,True,,0.06203372716053799,0.10468518535706141,0.8839285714285715,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9166666666666667,0.8452380952380953
Figure 2,0.75,47,2072,True,,0.39415907393882355,0.38187423465167075,0.32077069682037723,nan,nan,nan,0.28308278728150893,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,47,2072,True,,0.03652889764921307,0.379602162927812,0.8328886152162014,0.8214285714285714,nan,0.6666666666666666,0.8434592227695676,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,47,2072,True,,0.1726860318523222,0.16290304957628077,0.7242063492063492,nan,nan,nan,0.7976190476190477,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,48,2073,True,,0.07102142586555497,0.7318702857493266,0.7767857142857142,0.75,1.0,0.6666666666666666,0.6904761904761905,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,48,2073,True,,0.016005613902991087,0.3647399122576974,0.8616071428571428,0.875,1.0,0.6666666666666666,0.9047619047619049,nan,nan,nan,nan,nan,nan,0.0021542664130309586,nan,nan,nan,nan
Figure 1,0.75,48,2073,True,,0.061954473316552766,0.10455144031661942,0.7738095238095238,nan,nan,nan,nan,0.5,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9583333333333334,0.6428571428571429
Figure 2,0.75,48,2073,True,,0.39236290196140367,0.380134044346458,0.6592920593635849,nan,nan,nan,0.6371682374543399,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.75,48,2073,True,,0.036608623733660334,0.3804306629933923,0.7214354132457581,0.8214285714285714,nan,0.6666666666666666,0.8976464148877942,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,48,2073,True,,0.2741384314058648,0.25860798353548414,0.9305555555555557,nan,nan,nan,0.9166666666666667,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,49,2074,True,,0.13277691633370814,1.36825582581263,0.7113095238095238,1.0,1.0,0.3333333333333333,0.5119047619047619,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,49,2074,True,,0.014196054369930999,0.3235032193502124,0.8318452380952381,0.875,1.0,0.6666666666666666,0.7857142857142858,nan,nan,nan,nan,nan,nan,0.0031155980520884974,nan,nan,nan,nan
Figure 1,0.75,49,2074,True,,0.06506875236711276,0.10980695041708102,0.875,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,0.875,1.0,0.9642857142857144,0.8690476190476191
Figure 2,0.75,49,2074,True,,0.3927807239778757,0.38053884401570437,0.37175077971931225,nan,nan,nan,0.4870031188772491,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,49,2074,True,,0.033055123295065186,0.3435032838699024,0.8558429118773946,0.9285714285714286,nan,1.0,0.8281335522714833,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,49,2074,True,,0.18359512312090118,0.1731941206993769,0.7420634920634921,nan,nan,nan,0.8511904761904763,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,50,2075,True,,0.11875871004512668,1.2237992971372051,0.6086309523809523,0.375,1.0,0.3333333333333333,0.7261904761904762,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,50,2075,True,,0.022970439892583447,0.5234560999485248,0.8794642857142857,0.625,1.0,1.0,0.8928571428571429,nan,nan,nan,nan,nan,nan,0.007579913980619191,nan,nan,nan,nan
Figure 1,0.75,50,2075,True,,0.06581127037013058,0.11105998869697858,0.751984126984127,nan,nan,nan,nan,0.6666666666666666,0.75,nan,nan,nan,nan,nan,1.0,0.3333333333333333,0.9642857142857144,0.7976190476190477
Figure 2,0.75,50,2075,True,,0.42742226618257184,0.41410070594210274,0.4308242826849058,nan,nan,nan,0.7232971307396232,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,50,2075,True,,0.03237696741643447,0.3364560019945356,0.8551245210727969,0.8928571428571429,nan,1.0,0.8609742747673782,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,50,2075,True,,0.277980753412685,0.26223263091229315,0.871031746031746,nan,nan,nan,0.8630952380952381,nan,0.75,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,1,2026,True,,0.15494509813438112,1.596697220099959,0.6473214285714286,0.875,1.0,0.3333333333333333,0.38095238095238093,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,1,2026,True,,0.01813395909326694,0.4132411720444425,0.9880952380952381,1.0,1.0,1.0,0.9523809523809523,nan,nan,nan,nan,nan,nan,0.004736609146538062,nan,nan,nan,nan
Figure 1,1.0,1,2026,True,,0.07927117237022484,0.13377428300531893,0.8521825396825399,nan,nan,nan,nan,1.0,0.625,nan,nan,nan,nan,nan,0.875,1.0,0.7559523809523809,0.8571428571428572
Figure 2,1.0,1,2026,True,,0.5313667356265116,0.5148055161054715,0.5502418544164152,nan,nan,nan,0.7009674176656608,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,1.0,1,2026,True,,0.040388767720613075,0.4197132837668319,0.825944170771757,0.8571428571428571,nan,0.6666666666666666,0.7799671592775042,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,1,2026,True,,0.39389345163219536,0.37157866094164343,0.7341269841269842,nan,nan,nan,0.5773809523809523,nan,0.625,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,2,2027,True,,0.050944446275860394,0.5249785680709357,0.8348214285714286,0.875,1.0,0.6666666666666666,0.7976190476190477,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,2,2027,True,,0.02230213419786272,0.5082265834844168,0.7678571428571429,1.0,1.0,0.3333333333333333,0.7380952380952381,nan,nan,nan,nan,nan,nan,0.009400348526397262,nan,nan,nan,nan
Figure 1,1.0,2,2027,True,,0.08217123745644274,0.1386682957463653,0.8055555555555557,nan,nan,nan,nan,1.0,0.625,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.8333333333333335,0.8333333333333335
Figure 2,1.0,2,2027,True,,0.5116310322358285,0.49568491955972466,0.6568995901056605,nan,nan,nan,0.6275983604226418,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,1.0,2,2027,True,,0.030910406623323963,0.3212157487989435,0.8487958401751505,0.8571428571428571,nan,0.6666666666666666,0.8713738368910783,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,2,2027,True,,0.3290106871401963,0.31037162475399627,0.638888888888889,nan,nan,nan,0.7916666666666667,nan,0.625,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,3,2028,True,,0.09711479866034986,1.0007604688278975,0.7931547619047619,0.625,1.0,0.6666666666666666,0.880952380952381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,3,2028,True,,0.018614919868311805,0.4242014258624153,0.8616071428571428,1.0,0.875,0.6666666666666666,0.9047619047619049,nan,nan,nan,nan,nan,nan,0.010508852763266074,nan,nan,nan,nan
Figure 1,1.0,3,2028,True,,0.13021294208111328,0.21974120533452443,0.6359126984126985,nan,nan,nan,nan,0.3333333333333333,0.5,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.6666666666666667,0.7738095238095238
Figure 2,1.0,3,2028,True,,0.51380027474712,0.49778655283051393,0.5200584439829334,nan,nan,nan,0.5802337759317339,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,1.0,3,2028,True,,0.04384038639677956,0.45558192474409537,0.6663929939792009,0.7857142857142857,nan,0.6666666666666666,0.8798576902025178,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,3,2028,True,,0.3325091873037797,0.31367192842927116,0.5416666666666666,nan,nan,nan,0.625,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,4,2029,True,,0.10738998935215863,1.1066455120538479,0.6279761904761905,0.75,1.0,0.3333333333333333,0.42857142857142855,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,4,2029,True,,0.024479171116525065,0.5578374424934726,0.7113095238095238,0.75,1.0,0.3333333333333333,0.761904761904762,nan,nan,nan,nan,nan,nan,0.013376964324149143,nan,nan,nan,nan
Figure 1,1.0,4,2029,True,,0.05278450747607302,0.08907663946765142,0.6478174603174603,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,nan,1.0,0.3333333333333333,0.9464285714285715,0.6071428571428572
Figure 2,1.0,4,2029,True,,0.5277865830346634,0.5113369468872467,0.6151908391103582,nan,nan,nan,0.4607633564414329,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,1.0,4,2029,True,,0.04981134934917384,0.5176311678736517,0.6056034482758621,0.8928571428571429,nan,0.6666666666666666,0.8628899835796388,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,4,2029,True,,0.4149682676324473,0.3914595497366098,0.9861111111111112,nan,nan,nan,0.9583333333333334,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,5,2030,True,,0.08583737003702084,0.8845474414423632,0.7470238095238095,0.75,1.0,0.6666666666666666,0.5714285714285714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,5,2030,True,,0.02170218122339592,0.4945547058174896,0.7961309523809523,0.625,1.0,0.6666666666666666,0.8928571428571429,nan,nan,nan,nan,nan,nan,0.00822132871816772,nan,nan,nan,nan
Figure 1,1.0,5,2030,True,,0.1087748572208896,0.18356330679418686,0.5426587301587301,nan,nan,nan,nan,0.0,0.5,nan,nan,nan,nan,nan,1.0,0.3333333333333333,0.7797619047619049,0.6428571428571429
Figure 2,1.0,5,2030,True,,0.5088675856913931,0.4930076019386647,0.6887595457826716,nan,nan,nan,0.7550381831306863,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,1.0,5,2030,True,,0.05181148708827149,0.5384162629839984,0.6414203612479474,0.7857142857142857,nan,1.0,0.7799671592775042,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,5,2030,True,,0.362590119161662,0.3420487200040289,0.5972222222222222,nan,nan,nan,0.7916666666666667,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,6,2031,True,,0.08909684339984099,0.9181360616702268,0.7633928571428571,0.625,1.0,0.6666666666666666,0.761904761904762,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,6,2031,True,,0.030479087856097486,0.6945650380989227,0.9017857142857143,0.75,1.0,1.0,0.8571428571428572,nan,nan,nan,nan,nan,nan,0.0071263534654174565,nan,nan,nan,nan
Figure 1,1.0,6,2031,True,,0.10083707477893532,0.17016788039800182,0.7966269841269842,nan,nan,nan,nan,1.0,0.5,nan,nan,nan,nan,nan,0.75,1.0,0.6964285714285714,0.8333333333333335
Figure 2,1.0,6,2031,True,,0.5161109845747355,0.5000252442758355,0.6545071208477359,nan,nan,nan,0.6180284833909436,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,1.0,6,2031,True,,0.03737511161432773,0.3883958761830535,0.830528188286809,0.7857142857142857,nan,0.6666666666666666,0.8697318007662835,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,6,2031,True,,0.38469688820474895,0.3629030997982042,0.5734126984126985,nan,nan,nan,0.7202380952380952,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,7,2032,True,,0.1646632325795584,1.6968418419047397,0.5803571428571428,1.0,1.0,0.0,0.3214285714285714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,7,2032,True,,0.021722414908599805,0.49501579607061236,0.6919642857142857,0.625,1.0,0.3333333333333333,0.8095238095238095,nan,nan,nan,nan,nan,nan,0.0003183680895845198,nan,nan,nan,nan
Figure 1,1.0,7,2032,True,,0.10284481630498966,0.1735560500828595,0.7351190476190476,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,0.3333333333333333,0.8452380952380953,0.3571428571428571
Figure 2,1.0,7,2032,True,,0.5455198330445464,0.5285175009405624,0.5167472848054717,nan,nan,nan,0.566989139221887,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,1.0,7,2032,True,,0.04538904618991307,0.4716753369449828,0.9331896551724137,0.8928571428571429,nan,1.0,0.8399014778325122,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
